"unified_analytics_path_id` bigint NOT NULL auto_increment","from_page_id` bigint","to_page_id` bigint","year_month_yyyymm` char(6) NOT NULL","transition_type` varchar(64) NOT NULL","transition_count` int NOT NULL DEFAULT 0","metadata_json` json","created_ymdhis` bigint NOT NULL DEFAULT 0","updated_ymdhis` bigint NOT NULL","is_deleted` tinyint NOT NULL DEFAULT 0","deleted_ymdhis` bigint"
1475,99,92,202511,all,1,,20251101000000,20251101000000,0,
1476,99,164,202511,all,1,,20251101000000,20251101000000,0,
1477,164,0,202511,all,1,,20251101000000,20251101000000,0,
1478,92,166,202511,all,1,,20251101000000,20251101000000,0,
1479,166,92,202511,all,1,,20251101000000,20251101000000,0,
1480,14,58,202511,all,1,,20251101000000,20251101000000,0,
1481,79,14,202511,all,1,,20251101000000,20251101000000,0,
1482,58,13,202511,all,1,,20251101000000,20251101000000,0,
1483,105,167,202511,all,1,,20251101000000,20251101000000,0,
1484,167,168,202511,all,1,,20251101000000,20251101000000,0,
1485,168,0,202511,all,2,,20251101000000,20251101000000,0,
1486,0,168,202511,all,1,,20251101000000,20251101000000,0,
1487,32,0,202511,all,1,,20251101000000,20251101000000,0,
1488,99,169,202511,all,3,,20251101000000,20251101000000,0,
1489,169,92,202511,all,2,,20251101000000,20251101000000,0,
1490,169,0,202511,all,1,,20251101000000,20251101000000,0,
1491,99,6,202511,all,1,,20251101000000,20251101000000,0,
1492,0,86,202511,all,1,,20251101000000,20251101000000,0,
1493,86,0,202511,all,1,,20251101000000,20251101000000,0,
1494,92,20,202511,all,1,,20251101000000,20251101000000,0,
1495,33,32,202511,all,1,,20251101000000,20251101000000,0,
1496,23,0,202511,all,1,,20251101000000,20251101000000,0,
1497,41,92,202511,all,1,,20251101000000,20251101000000,0,
1498,1,31,202511,all,1,,20251101000000,20251101000000,0,
1499,31,6,202511,all,1,,20251101000000,20251101000000,0,
1500,14,31,202511,all,1,,20251101000000,20251101000000,0,
1501,31,4,202511,all,3,,20251101000000,20251101000000,0,
1502,32,31,202511,all,1,,20251101000000,20251101000000,0,
1503,58,4,202511,all,1,,20251101000000,20251101000000,0,
1504,4,31,202511,all,1,,20251101000000,20251101000000,0,
1505,0,172,202512,all,10,,20251201000000,20251201000000,0,
1506,172,0,202512,all,9,,20251201000000,20251201000000,0,
1507,0,174,202512,all,4,,20251201000000,20251201000000,0,
1508,174,0,202512,all,7,,20251201000000,20251201000000,0,
1509,0,171,202512,all,309,,20251201000000,20251201000000,0,
1510,171,174,202512,all,8,,20251201000000,20251201000000,0,
1511,174,177,202512,all,1,,20251201000000,20251201000000,0,
1512,177,172,202512,all,1,,20251201000000,20251201000000,0,
1513,0,179,202512,all,37,,20251201000000,20251201000000,0,
1514,179,0,202512,all,46,,20251201000000,20251201000000,0,
1515,0,183,202512,all,190,,20251201000000,20251201000000,0,
1516,183,0,202512,all,177,,20251201000000,20251201000000,0,
1517,179,174,202512,all,7,,20251201000000,20251201000000,0,
1518,172,186,202512,all,2,,20251201000000,20251201000000,0,
1519,186,172,202512,all,1,,20251201000000,20251201000000,0,
1520,172,187,202512,all,1,,20251201000000,20251201000000,0,
1521,187,179,202512,all,1,,20251201000000,20251201000000,0,
1522,179,188,202512,all,1,,20251201000000,20251201000000,0,
1523,188,0,202512,all,8,,20251201000000,20251201000000,0,
1524,171,0,202512,all,236,,20251201000000,20251201000000,0,
1525,171,189,202512,all,3,,20251201000000,20251201000000,0,
1526,189,0,202512,all,8,,20251201000000,20251201000000,0,
1527,183,190,202512,all,1,,20251201000000,20251201000000,0,
1528,190,0,202512,all,1,,20251201000000,20251201000000,0,
1529,0,191,202512,all,42,,20251201000000,20251201000000,0,
1530,191,0,202512,all,41,,20251201000000,20251201000000,0,
1531,186,0,202512,all,3,,20251201000000,20251201000000,0,
1532,0,186,202512,all,2,,20251201000000,20251201000000,0,
1533,171,192,202512,all,9,,20251201000000,20251201000000,0,
1534,192,171,202512,all,5,,20251201000000,20251201000000,0,
1535,0,192,202512,all,77,,20251201000000,20251201000000,0,
1536,192,0,202512,all,87,,20251201000000,20251201000000,0,
1537,174,171,202512,all,4,,20251201000000,20251201000000,0,
1538,171,179,202512,all,12,,20251201000000,20251201000000,0,
1539,174,179,202512,all,6,,20251201000000,20251201000000,0,
1540,179,189,202512,all,4,,20251201000000,20251201000000,0,
1541,189,179,202512,all,3,,20251201000000,20251201000000,0,
1542,179,195,202512,all,3,,20251201000000,20251201000000,0,
1543,195,179,202512,all,5,,20251201000000,20251201000000,0,
1544,192,197,202512,all,1,,20251201000000,20251201000000,0,
1545,197,0,202512,all,1,,20251201000000,20251201000000,0,
1546,0,199,202512,all,99,,20251201000000,20251201000000,0,
1547,199,0,202512,all,109,,20251201000000,20251201000000,0,
1548,0,201,202512,all,2,,20251201000000,20251201000000,0,
1549,201,0,202512,all,3,,20251201000000,20251201000000,0,
1550,0,203,202512,all,16,,20251201000000,20251201000000,0,
1551,203,0,202512,all,18,,20251201000000,20251201000000,0,
1552,183,205,202512,all,1,,20251201000000,20251201000000,0,
1553,205,0,202512,all,1,,20251201000000,20251201000000,0,
1554,0,206,202512,all,1,,20251201000000,20251201000000,0,
1555,206,0,202512,all,1,,20251201000000,20251201000000,0,
1556,0,189,202512,all,3,,20251201000000,20251201000000,0,
1557,183,201,202512,all,1,,20251201000000,20251201000000,0,
1558,171,209,202512,all,4,,20251201000000,20251201000000,0,
1559,209,192,202512,all,33,,20251201000000,20251201000000,0,
1560,192,209,202512,all,19,,20251201000000,20251201000000,0,
1561,171,195,202512,all,4,,20251201000000,20251201000000,0,
1562,171,199,202512,all,12,,20251201000000,20251201000000,0,
1563,0,213,202512,all,2,,20251201000000,20251201000000,0,
1564,213,0,202512,all,2,,20251201000000,20251201000000,0,
1565,189,171,202512,all,3,,20251201000000,20251201000000,0,
1566,171,218,202512,all,1,,20251201000000,20251201000000,0,
1567,218,171,202512,all,1,,20251201000000,20251201000000,0,
1568,171,183,202512,all,28,,20251201000000,20251201000000,0,
1569,183,189,202512,all,1,,20251201000000,20251201000000,0,
1570,189,209,202512,all,2,,20251201000000,20251201000000,0,
1571,183,203,202512,all,10,,20251201000000,20251201000000,0,
1572,203,201,202512,all,1,,20251201000000,20251201000000,0,
1573,201,183,202512,all,2,,20251201000000,20251201000000,0,
1574,0,219,202512,all,1,,20251201000000,20251201000000,0,
1575,219,0,202512,all,1,,20251201000000,20251201000000,0,
1576,179,183,202512,all,20,,20251201000000,20251201000000,0,
1577,183,179,202512,all,8,,20251201000000,20251201000000,0,
1578,0,209,202512,all,45,,20251201000000,20251201000000,0,
1579,192,186,202512,all,1,,20251201000000,20251201000000,0,
1580,186,223,202512,all,1,,20251201000000,20251201000000,0,
1581,223,225,202512,all,1,,20251201000000,20251201000000,0,
1582,225,171,202512,all,1,,20251201000000,20251201000000,0,
1583,171,225,202512,all,1,,20251201000000,20251201000000,0,
1584,225,189,202512,all,5,,20251201000000,20251201000000,0,
1585,189,225,202512,all,4,,20251201000000,20251201000000,0,
1586,192,188,202512,all,1,,20251201000000,20251201000000,0,
1587,188,229,202512,all,1,,20251201000000,20251201000000,0,
1588,229,179,202512,all,1,,20251201000000,20251201000000,0,
1589,179,171,202512,all,10,,20251201000000,20251201000000,0,
1590,183,213,202512,all,5,,20251201000000,20251201000000,0,
1591,213,231,202512,all,2,,20251201000000,20251201000000,0,
1592,231,183,202512,all,1,,20251201000000,20251201000000,0,
1593,231,179,202512,all,1,,20251201000000,20251201000000,0,
1594,183,232,202512,all,8,,20251201000000,20251201000000,0,
1595,232,179,202512,all,22,,20251201000000,20251201000000,0,
1596,179,232,202512,all,18,,20251201000000,20251201000000,0,
1597,232,209,202512,all,3,,20251201000000,20251201000000,0,
1598,209,179,202512,all,3,,20251201000000,20251201000000,0,
1599,232,199,202512,all,6,,20251201000000,20251201000000,0,
1600,199,232,202512,all,7,,20251201000000,20251201000000,0,
1601,232,0,202512,all,94,,20251201000000,20251201000000,0,
1602,0,232,202512,all,91,,20251201000000,20251201000000,0,
1603,232,189,202512,all,10,,20251201000000,20251201000000,0,
1604,189,232,202512,all,6,,20251201000000,20251201000000,0,
1605,192,232,202512,all,3,,20251201000000,20251201000000,0,
1606,209,232,202512,all,2,,20251201000000,20251201000000,0,
1607,232,192,202512,all,1,,20251201000000,20251201000000,0,
1608,192,247,202512,all,1,,20251201000000,20251201000000,0,
1609,247,248,202512,all,3,,20251201000000,20251201000000,0,
1610,248,249,202512,all,2,,20251201000000,20251201000000,0,
1611,249,188,202512,all,1,,20251201000000,20251201000000,0,
1612,188,250,202512,all,6,,20251201000000,20251201000000,0,
1613,250,253,202512,all,3,,20251201000000,20251201000000,0,
1614,253,250,202512,all,2,,20251201000000,20251201000000,0,
1615,250,232,202512,all,1,,20251201000000,20251201000000,0,
1616,171,232,202512,all,23,,20251201000000,20251201000000,0,
1617,189,201,202512,all,1,,20251201000000,20251201000000,0,
1618,201,232,202512,all,1,,20251201000000,20251201000000,0,
1619,232,258,202512,all,1,,20251201000000,20251201000000,0,
1620,258,209,202512,all,1,,20251201000000,20251201000000,0,
1621,209,199,202512,all,1,,20251201000000,20251201000000,0,
1622,232,203,202512,all,1,,20251201000000,20251201000000,0,
1623,203,232,202512,all,2,,20251201000000,20251201000000,0,
1624,183,261,202512,all,1,,20251201000000,20251201000000,0,
1625,261,248,202512,all,1,,20251201000000,20251201000000,0,
1626,248,247,202512,all,1,,20251201000000,20251201000000,0,
1627,247,209,202512,all,2,,20251201000000,20251201000000,0,
1628,209,258,202512,all,1,,20251201000000,20251201000000,0,
1629,258,247,202512,all,1,,20251201000000,20251201000000,0,
1630,247,189,202512,all,1,,20251201000000,20251201000000,0,
1631,232,183,202512,all,2,,20251201000000,20251201000000,0,
1632,183,209,202512,all,6,,20251201000000,20251201000000,0,
1633,213,183,202512,all,2,,20251201000000,20251201000000,0,
1634,183,171,202512,all,11,,20251201000000,20251201000000,0,
1635,0,265,202512,all,11,,20251201000000,20251201000000,0,
1636,265,179,202512,all,11,,20251201000000,20251201000000,0,
1637,179,265,202512,all,5,,20251201000000,20251201000000,0,
1638,265,0,202512,all,33,,20251201000000,20251201000000,0,
1639,213,232,202512,all,1,,20251201000000,20251201000000,0,
1640,232,201,202512,all,1,,20251201000000,20251201000000,0,
1641,201,265,202512,all,1,,20251201000000,20251201000000,0,
1642,199,266,202512,all,5,,20251201000000,20251201000000,0,
1643,266,267,202512,all,1,,20251201000000,20251201000000,0,
1644,267,266,202512,all,1,,20251201000000,20251201000000,0,
1645,266,0,202512,all,3,,20251201000000,20251201000000,0,
1646,266,199,202512,all,4,,20251201000000,20251201000000,0,
1647,232,269,202512,all,3,,20251201000000,20251201000000,0,
1648,269,232,202512,all,3,,20251201000000,20251201000000,0,
1649,232,171,202512,all,12,,20251201000000,20251201000000,0,
1650,171,269,202512,all,1,,20251201000000,20251201000000,0,
1651,269,271,202512,all,1,,20251201000000,20251201000000,0,
1652,271,232,202512,all,2,,20251201000000,20251201000000,0,
1653,179,276,202512,all,1,,20251201000000,20251201000000,0,
1654,276,232,202512,all,1,,20251201000000,20251201000000,0,
1655,232,271,202512,all,1,,20251201000000,20251201000000,0,
1656,232,265,202512,all,15,,20251201000000,20251201000000,0,
1657,265,232,202512,all,9,,20251201000000,20251201000000,0,
1658,232,278,202512,all,3,,20251201000000,20251201000000,0,
1659,278,265,202512,all,2,,20251201000000,20251201000000,0,
1660,265,278,202512,all,1,,20251201000000,20251201000000,0,
1661,179,201,202512,all,1,,20251201000000,20251201000000,0,
1662,0,266,202512,all,2,,20251201000000,20251201000000,0,
1663,232,266,202512,all,2,,20251201000000,20251201000000,0,
1664,266,283,202512,all,1,,20251201000000,20251201000000,0,
1665,283,199,202512,all,1,,20251201000000,20251201000000,0,
1666,266,232,202512,all,2,,20251201000000,20251201000000,0,
1667,183,186,202512,all,2,,20251201000000,20251201000000,0,
1668,0,285,202512,all,1,,20251201000000,20251201000000,0,
1669,285,0,202512,all,1,,20251201000000,20251201000000,0,
1670,0,286,202512,all,3,,20251201000000,20251201000000,0,
1671,286,0,202512,all,3,,20251201000000,20251201000000,0,
1672,232,188,202512,all,2,,20251201000000,20251201000000,0,
1673,188,195,202512,all,1,,20251201000000,20251201000000,0,
1674,195,266,202512,all,1,,20251201000000,20251201000000,0,
1675,199,171,202512,all,9,,20251201000000,20251201000000,0,
1676,265,199,202512,all,5,,20251201000000,20251201000000,0,
1677,278,232,202512,all,1,,20251201000000,20251201000000,0,
1678,174,287,202512,all,3,,20251201000000,20251201000000,0,
1679,287,174,202512,all,2,,20251201000000,20251201000000,0,
1680,0,195,202512,all,14,,20251201000000,20251201000000,0,
1681,195,0,202512,all,15,,20251201000000,20251201000000,0,
1682,171,265,202512,all,48,,20251201000000,20251201000000,0,
1683,265,288,202512,all,9,,20251201000000,20251201000000,0,
1684,288,265,202512,all,8,,20251201000000,20251201000000,0,
1685,265,171,202512,all,34,,20251201000000,20251201000000,0,
1686,0,289,202512,all,5,,20251201000000,20251201000000,0,
1687,289,0,202512,all,6,,20251201000000,20251201000000,0,
1688,179,192,202512,all,1,,20251201000000,20251201000000,0,
1689,209,0,202512,all,44,,20251201000000,20251201000000,0,
1690,0,291,202512,all,1,,20251201000000,20251201000000,0,
1691,291,293,202512,all,1,,20251201000000,20251201000000,0,
1692,293,291,202512,all,1,,20251201000000,20251201000000,0,
1693,291,0,202512,all,1,,20251201000000,20251201000000,0,
1694,265,295,202512,all,1,,20251201000000,20251201000000,0,
1695,295,265,202512,all,1,,20251201000000,20251201000000,0,
1696,183,297,202512,all,4,,20251201000000,20251201000000,0,
1697,297,203,202512,all,1,,20251201000000,20251201000000,0,
1698,203,297,202512,all,1,,20251201000000,20251201000000,0,
1699,297,0,202512,all,3,,20251201000000,20251201000000,0,
1700,0,297,202512,all,2,,20251201000000,20251201000000,0,
1701,297,232,202512,all,1,,20251201000000,20251201000000,0,
1702,0,298,202512,all,3,,20251201000000,20251201000000,0,
1703,298,300,202512,all,1,,20251201000000,20251201000000,0,
1704,300,0,202512,all,8,,20251201000000,20251201000000,0,
1705,0,301,202512,all,2,,20251201000000,20251201000000,0,
1706,301,0,202512,all,2,,20251201000000,20251201000000,0,
1707,0,302,202512,all,2,,20251201000000,20251201000000,0,
1708,302,0,202512,all,2,,20251201000000,20251201000000,0,
1709,302,301,202512,all,3,,20251201000000,20251201000000,0,
1710,301,302,202512,all,3,,20251201000000,20251201000000,0,
1711,0,290,202512,all,17,,20251201000000,20251201000000,0,
1712,290,0,202512,all,17,,20251201000000,20251201000000,0,
1713,0,303,202512,all,1,,20251201000000,20251201000000,0,
1714,303,0,202512,all,1,,20251201000000,20251201000000,0,
1715,188,265,202512,all,2,,20251201000000,20251201000000,0,
1716,232,307,202512,all,1,,20251201000000,20251201000000,0,
1717,307,247,202512,all,1,,20251201000000,20251201000000,0,
1718,249,250,202512,all,1,,20251201000000,20251201000000,0,
1719,253,265,202512,all,2,,20251201000000,20251201000000,0,
1720,195,265,202512,all,1,,20251201000000,20251201000000,0,
1721,195,171,202512,all,1,,20251201000000,20251201000000,0,
1722,171,310,202512,all,1,,20251201000000,20251201000000,0,
1723,310,171,202512,all,1,,20251201000000,20251201000000,0,
1724,171,300,202512,all,2,,20251201000000,20251201000000,0,
1725,300,265,202512,all,1,,20251201000000,20251201000000,0,
1726,0,188,202512,all,8,,20251201000000,20251201000000,0,
1727,188,209,202512,all,1,,20251201000000,20251201000000,0,
1728,171,188,202512,all,4,,20251201000000,20251201000000,0,
1729,199,311,202512,all,1,,20251201000000,20251201000000,0,
1730,311,199,202512,all,2,,20251201000000,20251201000000,0,
1731,199,267,202512,all,2,,20251201000000,20251201000000,0,
1732,267,314,202512,all,1,,20251201000000,20251201000000,0,
1733,314,199,202512,all,1,,20251201000000,20251201000000,0,
1734,199,315,202512,all,1,,20251201000000,20251201000000,0,
1735,315,199,202512,all,1,,20251201000000,20251201000000,0,
1736,267,199,202512,all,1,,20251201000000,20251201000000,0,
1737,199,179,202512,all,4,,20251201000000,20251201000000,0,
1738,0,300,202512,all,6,,20251201000000,20251201000000,0,
1739,0,316,202512,all,2,,20251201000000,20251201000000,0,
1740,316,0,202512,all,2,,20251201000000,20251201000000,0,
1741,232,311,202512,all,1,,20251201000000,20251201000000,0,
1742,199,317,202512,all,1,,20251201000000,20251201000000,0,
1743,317,199,202512,all,1,,20251201000000,20251201000000,0,
1744,287,188,202512,all,1,,20251201000000,20251201000000,0,
1745,188,253,202512,all,4,,20251201000000,20251201000000,0,
1746,253,319,202512,all,1,,20251201000000,20251201000000,0,
1747,319,250,202512,all,1,,20251201000000,20251201000000,0,
1748,250,171,202512,all,4,,20251201000000,20251201000000,0,
1749,174,232,202512,all,1,,20251201000000,20251201000000,0,
1750,179,199,202512,all,5,,20251201000000,20251201000000,0,
1751,300,188,202512,all,1,,20251201000000,20251201000000,0,
1752,188,300,202512,all,1,,20251201000000,20251201000000,0,
1753,199,322,202512,all,1,,20251201000000,20251201000000,0,
1754,322,199,202512,all,1,,20251201000000,20251201000000,0,
1755,199,323,202512,all,1,,20251201000000,20251201000000,0,
1756,323,199,202512,all,1,,20251201000000,20251201000000,0,
1757,199,265,202512,all,1,,20251201000000,20251201000000,0,
1758,183,307,202512,all,1,,20251201000000,20251201000000,0,
1759,307,209,202512,all,2,,20251201000000,20251201000000,0,
1760,209,188,202512,all,1,,20251201000000,20251201000000,0,
1761,253,179,202512,all,2,,20251201000000,20251201000000,0,
1762,0,249,202512,all,4,,20251201000000,20251201000000,0,
1763,249,0,202512,all,4,,20251201000000,20251201000000,0,
1764,278,179,202512,all,1,,20251201000000,20251201000000,0,
1765,199,326,202512,all,1,,20251201000000,20251201000000,0,
1766,326,327,202512,all,1,,20251201000000,20251201000000,0,
1767,327,199,202512,all,1,,20251201000000,20251201000000,0,
1768,199,328,202512,all,2,,20251201000000,20251201000000,0,
1769,328,329,202512,all,1,,20251201000000,20251201000000,0,
1770,329,199,202512,all,1,,20251201000000,20251201000000,0,
1771,328,199,202512,all,1,,20251201000000,20251201000000,0,
1772,0,330,202512,all,1,,20251201000000,20251201000000,0,
1773,330,0,202512,all,1,,20251201000000,20251201000000,0,
1774,183,331,202512,all,1,,20251201000000,20251201000000,0,
1775,331,183,202512,all,1,,20251201000000,20251201000000,0,
1776,183,332,202512,all,2,,20251201000000,20251201000000,0,
1777,332,179,202512,all,1,,20251201000000,20251201000000,0,
1778,183,265,202512,all,4,,20251201000000,20251201000000,0,
1779,265,333,202512,all,4,,20251201000000,20251201000000,0,
1780,333,265,202512,all,4,,20251201000000,20251201000000,0,
1781,333,171,202512,all,3,,20251201000000,20251201000000,0,
1782,171,333,202512,all,5,,20251201000000,20251201000000,0,
1783,0,333,202512,all,23,,20251201000000,20251201000000,0,
1784,333,0,202512,all,25,,20251201000000,20251201000000,0,
1785,265,183,202512,all,3,,20251201000000,20251201000000,0,
1786,171,186,202512,all,1,,20251201000000,20251201000000,0,
1787,186,334,202512,all,4,,20251201000000,20251201000000,0,
1788,334,225,202512,all,1,,20251201000000,20251201000000,0,
1789,225,209,202512,all,8,,20251201000000,20251201000000,0,
1790,209,225,202512,all,8,,20251201000000,20251201000000,0,
1791,192,225,202512,all,1,,20251201000000,20251201000000,0,
1792,225,192,202512,all,1,,20251201000000,20251201000000,0,
1793,225,199,202512,all,1,,20251201000000,20251201000000,0,
1794,209,183,202512,all,2,,20251201000000,20251201000000,0,
1795,183,247,202512,all,1,,20251201000000,20251201000000,0,
1796,247,265,202512,all,1,,20251201000000,20251201000000,0,
1797,183,253,202512,all,2,,20251201000000,20251201000000,0,
1798,253,183,202512,all,2,,20251201000000,20251201000000,0,
1799,183,337,202512,all,1,,20251201000000,20251201000000,0,
1800,337,248,202512,all,1,,20251201000000,20251201000000,0,
1801,248,183,202512,all,1,,20251201000000,20251201000000,0,
1802,232,333,202512,all,1,,20251201000000,20251201000000,0,
1803,333,179,202512,all,3,,20251201000000,20251201000000,0,
1804,199,338,202512,all,1,,20251201000000,20251201000000,0,
1805,338,199,202512,all,1,,20251201000000,20251201000000,0,
1806,183,248,202512,all,2,,20251201000000,20251201000000,0,
1807,248,179,202512,all,1,,20251201000000,20251201000000,0,
1808,179,333,202512,all,1,,20251201000000,20251201000000,0,
1809,0,331,202512,all,1,,20251201000000,20251201000000,0,
1810,331,0,202512,all,1,,20251201000000,20251201000000,0,
1811,0,342,202512,all,11,,20251201000000,20251201000000,0,
1812,342,0,202512,all,10,,20251201000000,20251201000000,0,
1813,298,0,202512,all,1,,20251201000000,20251201000000,0,
1814,0,345,202512,all,1,,20251201000000,20251201000000,0,
1815,345,0,202512,all,1,,20251201000000,20251201000000,0,
1816,0,287,202512,all,10,,20251201000000,20251201000000,0,
1817,287,0,202512,all,11,,20251201000000,20251201000000,0,
1818,179,298,202512,all,3,,20251201000000,20251201000000,0,
1819,298,179,202512,all,2,,20251201000000,20251201000000,0,
1820,298,209,202512,all,5,,20251201000000,20251201000000,0,
1821,209,298,202512,all,4,,20251201000000,20251201000000,0,
1822,298,195,202512,all,2,,20251201000000,20251201000000,0,
1823,195,209,202512,all,3,,20251201000000,20251201000000,0,
1824,209,195,202512,all,2,,20251201000000,20251201000000,0,
1825,209,248,202512,all,2,,20251201000000,20251201000000,0,
1826,248,195,202512,all,4,,20251201000000,20251201000000,0,
1827,195,248,202512,all,3,,20251201000000,20251201000000,0,
1828,248,298,202512,all,2,,20251201000000,20251201000000,0,
1829,179,248,202512,all,4,,20251201000000,20251201000000,0,
1830,195,347,202512,all,2,,20251201000000,20251201000000,0,
1831,347,248,202512,all,6,,20251201000000,20251201000000,0,
1832,248,347,202512,all,4,,20251201000000,20251201000000,0,
1833,347,195,202512,all,2,,20251201000000,20251201000000,0,
1834,195,186,202512,all,1,,20251201000000,20251201000000,0,
1835,186,248,202512,all,4,,20251201000000,20251201000000,0,
1836,248,186,202512,all,4,,20251201000000,20251201000000,0,
1837,186,347,202512,all,9,,20251201000000,20251201000000,0,
1838,248,209,202512,all,1,,20251201000000,20251201000000,0,
1839,209,307,202512,all,1,,20251201000000,20251201000000,0,
1840,307,186,202512,all,2,,20251201000000,20251201000000,0,
1841,186,307,202512,all,4,,20251201000000,20251201000000,0,
1842,307,298,202512,all,1,,20251201000000,20251201000000,0,
1843,298,347,202512,all,1,,20251201000000,20251201000000,0,
1844,347,186,202512,all,11,,20251201000000,20251201000000,0,
1845,248,307,202512,all,3,,20251201000000,20251201000000,0,
1846,307,248,202512,all,2,,20251201000000,20251201000000,0,
1847,307,347,202512,all,4,,20251201000000,20251201000000,0,
1848,209,186,202512,all,1,,20251201000000,20251201000000,0,
1849,186,250,202512,all,1,,20251201000000,20251201000000,0,
1850,250,195,202512,all,1,,20251201000000,20251201000000,0,
1851,195,250,202512,all,1,,20251201000000,20251201000000,0,
1852,250,186,202512,all,3,,20251201000000,20251201000000,0,
1853,186,209,202512,all,1,,20251201000000,20251201000000,0,
1854,347,307,202512,all,2,,20251201000000,20251201000000,0,
1855,307,250,202512,all,1,,20251201000000,20251201000000,0,
1856,250,330,202512,all,1,,20251201000000,20251201000000,0,
1857,330,349,202512,all,1,,20251201000000,20251201000000,0,
1858,349,330,202512,all,5,,20251201000000,20251201000000,0,
1859,330,250,202512,all,6,,20251201000000,20251201000000,0,
1860,250,349,202512,all,1,,20251201000000,20251201000000,0,
1861,349,300,202512,all,3,,20251201000000,20251201000000,0,
1862,300,330,202512,all,1,,20251201000000,20251201000000,0,
1863,250,300,202512,all,4,,20251201000000,20251201000000,0,
1864,300,349,202512,all,6,,20251201000000,20251201000000,0,
1865,349,186,202512,all,1,,20251201000000,20251201000000,0,
1866,186,330,202512,all,1,,20251201000000,20251201000000,0,
1867,300,347,202512,all,1,,20251201000000,20251201000000,0,
1868,248,349,202512,all,1,,20251201000000,20251201000000,0,
1869,330,300,202512,all,1,,20251201000000,20251201000000,0,
1870,250,307,202512,all,1,,20251201000000,20251201000000,0,
1871,186,350,202512,all,1,,20251201000000,20251201000000,0,
1872,350,351,202512,all,8,,20251201000000,20251201000000,0,
1873,351,350,202512,all,7,,20251201000000,20251201000000,0,
1874,351,300,202512,all,1,,20251201000000,20251201000000,0,
1875,300,351,202512,all,2,,20251201000000,20251201000000,0,
1876,350,300,202512,all,1,,20251201000000,20251201000000,0,
1877,300,350,202512,all,1,,20251201000000,20251201000000,0,
1878,351,319,202512,all,2,,20251201000000,20251201000000,0,
1879,319,352,202512,all,9,,20251201000000,20251201000000,0,
1880,352,319,202512,all,6,,20251201000000,20251201000000,0,
1881,352,300,202512,all,2,,20251201000000,20251201000000,0,
1882,352,353,202512,all,2,,20251201000000,20251201000000,0,
1883,353,319,202512,all,2,,20251201000000,20251201000000,0,
1884,300,353,202512,all,1,,20251201000000,20251201000000,0,
1885,353,354,202512,all,2,,20251201000000,20251201000000,0,
1886,354,352,202512,all,2,,20251201000000,20251201000000,0,
1887,319,353,202512,all,1,,20251201000000,20251201000000,0,
1888,354,186,202512,all,4,,20251201000000,20251201000000,0,
1889,186,354,202512,all,4,,20251201000000,20251201000000,0,
1890,354,353,202512,all,1,,20251201000000,20251201000000,0,
1891,353,186,202512,all,1,,20251201000000,20251201000000,0,
1892,186,352,202512,all,3,,20251201000000,20251201000000,0,
1893,352,355,202512,all,6,,20251201000000,20251201000000,0,
1894,355,352,202512,all,2,,20251201000000,20251201000000,0,
1895,355,356,202512,all,7,,20251201000000,20251201000000,0,
1896,356,352,202512,all,1,,20251201000000,20251201000000,0,
1897,352,356,202512,all,2,,20251201000000,20251201000000,0,
1898,356,357,202512,all,6,,20251201000000,20251201000000,0,
1899,357,355,202512,all,3,,20251201000000,20251201000000,0,
1900,357,354,202512,all,1,,20251201000000,20251201000000,0,
1901,356,186,202512,all,1,,20251201000000,20251201000000,0,
1902,186,357,202512,all,1,,20251201000000,20251201000000,0,
1903,357,352,202512,all,4,,20251201000000,20251201000000,0,
1904,352,358,202512,all,1,,20251201000000,20251201000000,0,
1905,358,355,202512,all,2,,20251201000000,20251201000000,0,
1906,357,358,202512,all,6,,20251201000000,20251201000000,0,
1907,358,357,202512,all,5,,20251201000000,20251201000000,0,
1908,352,357,202512,all,2,,20251201000000,20251201000000,0,
1909,356,358,202512,all,3,,20251201000000,20251201000000,0,
1910,357,356,202512,all,1,,20251201000000,20251201000000,0,
1911,358,354,202512,all,1,,20251201000000,20251201000000,0,
1912,354,357,202512,all,1,,20251201000000,20251201000000,0,
1913,355,186,202512,all,1,,20251201000000,20251201000000,0,
1914,358,359,202512,all,2,,20251201000000,20251201000000,0,
1915,359,354,202512,all,1,,20251201000000,20251201000000,0,
1916,354,359,202512,all,1,,20251201000000,20251201000000,0,
1917,359,358,202512,all,1,,20251201000000,20251201000000,0,
1918,359,356,202512,all,2,,20251201000000,20251201000000,0,
1919,358,186,202512,all,1,,20251201000000,20251201000000,0,
1920,355,359,202512,all,1,,20251201000000,20251201000000,0,
1921,356,359,202512,all,1,,20251201000000,20251201000000,0,
1922,359,357,202512,all,1,,20251201000000,20251201000000,0,
1923,357,359,202512,all,1,,20251201000000,20251201000000,0,
1924,359,289,202512,all,1,,20251201000000,20251201000000,0,
1925,289,360,202512,all,5,,20251201000000,20251201000000,0,
1926,360,289,202512,all,4,,20251201000000,20251201000000,0,
1927,360,0,202512,all,1,,20251201000000,20251201000000,0,
1928,265,359,202512,all,1,,20251201000000,20251201000000,0,
1929,359,171,202512,all,1,,20251201000000,20251201000000,0,
1930,0,267,202512,all,8,,20251201000000,20251201000000,0,
1931,267,0,202512,all,8,,20251201000000,20251201000000,0,
1932,0,361,202512,all,1,,20251201000000,20251201000000,0,
1933,361,297,202512,all,1,,20251201000000,20251201000000,0,
1934,297,361,202512,all,1,,20251201000000,20251201000000,0,
